FID,Autonum,Ref_CODE,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0_NAME,ADM0_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME1,ADM2_NAME2,ADM2_CODE1,ADM2_CODE2,District,ADM_Level,Site_name,Name_Posit,GEORELIABI,Urbanizat,Latitude,Longitude,Cartograph,PoT,Coverage,Trial_Cont,Period,Year_start,Year_end,month,N_rounds,Method_0,Method_1,Method_2,BS_smear,BS_ICT,BS_other,Day_Night,LF_species,Sex,Age_Range,Age_start,Age_end,pop_Mf,np_Mf,prev_Mf,density,mfload_met,popMf_Filt,npMf_Filt,prev_Filt,pop_ICT,np_ICT,prev_ICT,pop_others,np_others,prev_other,prev_high,pop_hydroc,np_hydroc,pop_lymph,np_lymph,pop_clinic,np_clinic,Source_dat,Source_d_1,Source_d_2,Source_d_3,Reference,Notes,Notes_JC,Status,Reviewed,Approval,Occurrence,Source_d_4,Yr_Start,Yr_End,Poverty,Temp,AnnRain,AridityInd,LANDCOV,lnLF,landcov14,landcov2030,landcov4060,landcov110120130,landcov170
73,3327,LF3327NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Kano,2225,Garko,Garko,NGP020006000000000000,NGP020006000000000000,Health,Location,Buda,Buda,1,,11.110673,7.465577,AFRO,Unknown,Unknown,Unknown,after 2000,0,0,,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,7,90,44,1,0.023,0,0,0,0,0,0,0,0,0,0,0,0.023,1166,13,1166,4,0,0,NGA0026LF,"Dogara et al., 2012",Journal,2012,,,,OK,Yes,Yes,1,NGA0026LF,0,0,0.2631365359,25.1,1106,5981,14,-3.772261063,1,0,0,0,0
74,3328,LF3328NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Ikyobo,Kyobo,2,,7.1,8.8,AFRO,Preintervention,No,No,after 2000,2001,2001,September,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,100,0,Night,Wuchereria bancrofti,M/F,Adults,15,99,51,11,0.216,0,0,0,0,0,0,0,0,0,0,0,0.216,28,7,51,4,0,0,NGA0010LF,"Targema et al., 1998",Journal,1998,,,ICT test expired two weeks before the surveys,OK,Yes,Yes,1,NGA0010LF,2001,2001,0.6058079004,26.9,1573,9045,130,-1.532476871,0,0,0,1,0
75,3329,LF3329NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Uffia,Effa,3,,7.1888,7.7936,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,89,42,0.472,0,0,0,0.472,89,8,89,2,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,I have found a location called Effa in this LGA,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.3064352572,26.5,1453,8566,130,0,0,0,0,1,0
76,3330,LF3330NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Apa,Apa,1,,7.603035,7.9123,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,43,14,0.326,0,0,0,0.326,43,2,43,4,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.2776297331,26.7,1351,7777,130,0,0,0,0,1,0
77,3331,LF3331NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Agila,Agala,2,,6.616667,7.9,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,25,6,0.24,0,0,0,0.24,25,1,25,2,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,I have found a location called Agala in this LGA,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.8769826293,27.2,1711,10257,130,0,0,0,0,1,0
78,3332,LF3332NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Ezza,Ezza,1,,6.4373,8.0862,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,38,13,0.342,0,0,0,0.342,38,4,38,2,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.6188991666,27.5,1850,10998,20,0,0,1,0,0,0
79,3333,LF3333NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Igumale,Igumale,1,,6.7918,7.985,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,20,5,0.25,0,0,0,0.25,20,3,20,2,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.7066653371,27.2,1638,9692,60,0,0,0,1,0,0
80,3334,LF3334NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Ijigbam,Igboji,4,,6.0802,8.1512,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,15,1,0.067,0,0,0,0.067,15,1,15,1,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,I have found a location called Igboji in this LGA,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.9409152269,27.6,2034,12230,20,0,0,1,0,0,0
81,3335,LF3335NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Ulayi,Ulayi,1,,6.7541,8.0774,AFRO,Preintervention,No,No,after 2000,2009,2009,February/November,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,18,3,0,0,NGA0024LF,"Omudu et al.,2011",Journal,2011,,,,OK,Yes,Yes,1,NGA0024LF,2009,2009,0.9111360312,27.2,1675,9899,130,0,0,0,0,1,0
82,3336,LF3336NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Ikyobo,Kyobo,2,,7.1,8.8,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,51,11,0.216,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.6058079004,26.9,1573,9045,130,-1.532476871,0,0,0,1,0
83,3337,LF3337NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Orban-Mbatoo,Orban-Mbatoo,1,,7.14946,9.02741,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,100,14,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.4984734654,26.5,1566,9005,20,-1.966112856,0,1,0,0,0
84,3339,LF3339NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Sati-Ikyov,Sati,2,,7.3,8.533333,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,117,9,0.077,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Sati in this LGA,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.3786528707,26.7,1471,8474,130,-2.563949857,0,0,0,1,0
85,3340,LF3340NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ushongo,Ushongo,NGP007017000000000000,NGP007017000000000000,Health,Location,Orgba,Orgbo,2,,7.45,8.633333,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,176,11,0.063,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Orgbo in this LGA,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.3574886322,26.6,1412,8068,130,-2.764620553,0,0,0,1,0
86,3342,LF3342NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Vandeikya,Vandeikya,NGP007023000000000000,NGP007023000000000000,Health,Location,Mede,Made,2,,7.583333,8.883333,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,310,57,0.184,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Made in this LGA,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.2769478858,26.7,1364,7736,20,-1.692819521,0,1,0,0,0
87,3343,LF3343NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Vandeikya,Vandeikya,NGP007023000000000000,NGP007023000000000000,Health,Location,Mbaakon,Mbaukaan,3,,7.4879,8.7032,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,263,17,0.065,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Mbaukaan in this LGA,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.3673926294,26.9,1388,7855,60,-2.733368009,0,0,1,0,0
88,3344,LF3344NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Kwande,Kwande,NGP007020000000000000,NGP007020000000000000,Health,Location,Achia,Acha,2,,7.05846,8.90248,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,147,7,0.048,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Acha in this LGA,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.5453710556,26.7,1601,9206,130,-3.036554268,0,0,0,1,0
89,3345,LF3345NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Kwande,Kwande,NGP007020000000000000,NGP007020000000000000,Health,Location,Adikpo,Adikpo,1,,6.887886,9.235472,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,0,NGA0023LF,2001,2001,0.3999378979,26.4,1729,9988,110,0,0,0,0,1,0
90,3346,LF3346NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Kwande,Kwande,NGP007020000000000000,NGP007020000000000000,Health,Location,Boagundu,Boagundu,1,,6.683333,9.566667,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,0,NGA0023LF,2001,2001,0.7097100019,26.6,1870,10753,130,0,0,0,0,1,0
91,3347,LF3347NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Kwande,Kwande,NGP007020000000000000,NGP007020000000000000,Health,Location,Manyam,Manyam,1,,6.9623,9.42695,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,219,1,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.3790218234,26.9,1675,9527,120,-5.298317367,0,0,0,1,0
92,3348,LF3348NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Vandeikya,Vandeikya,NGP007023000000000000,NGP007023000000000000,Health,Location,Bokon-Ningev,Bokon-Ningev,1,,6.82399,9.02903,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,79,1,0.013,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2001,2001,0.5071228147,26.6,1759,10203,20,-4.342805922,0,1,0,0,0
93,3349,LF3349NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Vandeikya,Vandeikya,NGP007023000000000000,NGP007023000000000000,Health,Location,Tsar,Tsav,2,,6.966667,9.6,AFRO,Preintervention,No,No,after 2000,2001,2001,September/December,0,Mapping Survey,Parasitological,Blood smear,60,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,99,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Tsav in this LGA,OK,Yes,Yes,0,NGA0023LF,2001,2001,0.414190501,26.7,1678,9550,130,0,0,0,0,1,0
94,3350,LF3350NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ado,Ador,NGP007018000000000000,NGP007018000000000000,Health,Location,Ogi-Utonkon,Ogi-Utonkon,1,,6.87915,8.03222,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,50,33,0.66,0,0,0,0.66,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.6196437478,27.1,1607,9469,40,0,0,0,1,0,0
95,3351,LF3351NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Agatu,Agatu,NGP007003000000000000,NGP007003000000000000,Health,Location,Aila,Aila,1,,7.07516,8.00819,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,2,0.02,0,0,0,0.02,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.2946932018,26.9,1516,8907,60,0,0,0,1,0,0
96,3352,LF3352NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Agatu,Agatu,NGP007003000000000000,NGP007003000000000000,Health,Location,Ogwuele,Ogule,2,,7.9167,7.85,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Ogule in this area,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.5181908607,27.4,1293,7235,130,0,0,0,0,1,0
97,3353,LF3353NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Buruku,Buruku,NGP007001000000000000,NGP007001000000000000,Health,Location,Ortese,Ortese,1,,7.4308,9.25854,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.379765451,26.9,1416,7972,20,0,0,1,0,0,0
98,3355,LF3355NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Gboko,Gboko,NGP007004000000000000,NGP007004000000000000,Health,Location,Gboko,Gboko,1,,7.32845,9.00419,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.256213069,26.4,1473,8441,110,0,0,0,0,1,0
99,3357,LF3357NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Guma,Guma,NGP007022000000000000,NGP007022000000000000,Health,Location,Yogbo,Yogbo,1,,7.9961,8.44606,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,5,0.05,0,0,0,0.05,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3487790525,27.4,1298,7180,130,0,0,0,0,1,0
100,3359,LF3359NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Gwer,Gwer East,NGP007006000000000000,NGP007006000000000000,Health,Location,Kyon,Kyon,1,,7.22622,8.45023,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,19,0.19,0,0,0,0.19,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3710168302,26.9,1492,8584,130,0,0,0,0,1,0
101,3361,LF3361NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Gwer-West,Gwer West,NGP007011000000000000,NGP007011000000000000,Health,Location,Tse-Apenda,Tseapenda,2,,7.3782,8.1499,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,11,0.11,0,0,0,0.11,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3803647161,26.7,1424,8231,130,0,0,0,0,1,0
102,3363,LF3363NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Gwer-West,Gwer West,NGP007011000000000000,NGP007011000000000000,Health,Location,Uduma,Uduma,1,,7.7814,8.2276,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.3841172457,27.2,1329,7445,130,0,0,0,0,1,0
103,3365,LF3365NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Konshisha,Konshisha,NGP007008000000000000,NGP007008000000000000,Health,Location,Diiv-Dio,Diiv-Dio,1,,7.00757,8.61249,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,8,0.08,0,0,0,0.08,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.5729658008,27.1,1608,9284,130,0,0,0,0,1,0
104,3367,LF3367NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Kwande,Kwande,NGP007020000000000000,NGP007020000000000000,Health,Location,Manyam,Manyam,1,,6.9623,9.42695,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,2,0.02,0,0,0,0.02,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3790218234,26.9,1675,9527,120,0,0,0,0,1,0
105,3369,LF3369NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Logo,Logo,NGP007013000000000000,NGP007013000000000000,Health,Location,Wende,Wende,1,,7.58551,9.33013,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,1,0.01,0,0,0,0.01,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3809513152,27,1344,7515,130,0,0,0,0,1,0
106,3371,LF3371NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Makurdi,Makurdi,NGP007007000000000000,NGP007007000000000000,Health,Location,Makurdi,Makurdi,1,,7.72517,8.52447,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,0,NGA0023LF,2004,2005,0.0730430707,27.2,1336,7459,110,0,0,0,0,1,0
107,3373,LF3373NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Obi,Obi,NGP007019000000000000,NGP007019000000000000,Health,Location,Odiapa,Odiapa,1,,7.0508,8.3219,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,50,14,0.28,0,0,0,0.28,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.2546036839,27.1,1559,9048,130,0,0,0,0,1,0
108,3375,LF3375NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ogbadibo,Ogbadibo,NGP007012000000000000,NGP007012000000000000,Health,Location,Ekekwute,Ekekwute,1,,7.0747,7.7043,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,3,0.03,0,0,0,0.03,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3078760505,26,1494,8972,130,0,0,0,0,1,0
109,3377,LF3377NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ohimini,Ohimini,NGP007015000000000000,NGP007015000000000000,Health,Location,Akunu-Agadagba,Akunu-Agadagba,1,,7.07509,7.70431,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,50,12,0.24,0,0,0,0.24,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3078760505,25.9,1495,8994,130,0,0,0,0,1,0
110,3379,LF3379NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Oju,Oju,NGP007010000000000000,NGP007010000000000000,Health,Location,Aduma,Adum,2,,6.8593,8.596,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,80,7,0.088,0,0,0,0.088,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,I have found a location called Adum in this area,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.5095213056,27.1,1686,9756,130,0,0,0,0,1,0
111,3381,LF3381NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Ukum,Ukum,NGP007021000000000000,NGP007021000000000000,Health,Location,Mbatiav,Mbatiav,1,,7.51289,9.61452,AFRO,Preintervention,No,No,after 2000,2004,2005,December/March,0,Mapping Survey,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults,20,99,0,0,0,0,0,0,0,0,100,1,0.01,0,0,0,0.01,0,0,0,0,0,0,NGA0023LF,"Targema, 2010",PhD Thesis,2010,,,Coordinates provided by the author in her thesis,OK,Yes,Yes,1,NGA0023LF,2004,2005,0.3245540261,26.7,1371,7693,20,0,0,1,0,0,0
